host_response_time;host_response_rate;host_acceptance_rate;host_is_superhost;host_thumbnail_url;host_picture_url;host_neighbourhood;host_listings_count;host_total_listings_count;host_verifications;host_has_profile_pic;host_identity_verified;street;neighbourhood;neighbourhood_cleansed;neighbourhood_group_cleansed;city;state;zipcode;market;smart_location;country_code;country;latitude;longitude;is_location_exact;property_type;room_type;accommodates;bathrooms;bedrooms;beds;bed_type;amenities;square_feet;price;weekly_price;monthly_price;security_deposit;cleaning_fee;guests_included;extra_people;minimum_nights;maximum_nights;calendar_updated;has_availability;availability_30;availability_60;availability_90;availability_365;calendar_last_scraped;number_of_reviews;first_review;last_review;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;requires_license;license;jurisdiction_names;instant_bookable;is_business_travel_ready;cancellation_policy;require_guest_profile_picture;require_guest_phone_verification;calculated_host_listings_count;reviews_per_month;ano;mes;minimum_minimum_nights;maximum_minimum_nights;minimum_maximum_nights;maximum_maximum_nights;minimum_nights_avg_ntm;maximum_nights_avg_ntm;number_of_reviews_ltm;calculated_host_listings_count_entire_homes;calculated_host_listings_count_private_rooms;calculated_host_listings_count_shared_rooms
within a few hours;100%;;t;https://a0.muscache.com/im/users/2422154/profile_pic/1337560748/original.jpg?aki_policy=profile_small;https://a0.muscache.com/im/users/2422154/profile_pic/1337560748/original.jpg?aki_policy=profile_x_medium;Barra da Tijuca;4.0;4.0;['email', 'phone', 'reviews'];t;f;Rio de Janeiro, Rio de Janeiro, Brazil;Joá;Joá;;Rio de Janeiro;Rio de Janeiro;22611-170;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.301.078.895.392.930;-4.329.421.628.859.970;t;Apartment;Entire home/apt;2;1.0;1.0;1.0;Pull-out Sofa;"{""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Pets live on this property"",Dog(s)}";0.0;$99.00;;;$316.00;$0.00;1;$0.00;2;90;5 weeks ago;t;30;60;90;365;15/04/2018;0;;;;;;;;;;f;;;f;f;strict;f;f;4;;2018;4;;;;;;;;;;
;;;f;https://a0.muscache.com/im/pictures/user/15541e38-3ae9-4d3f-9fff-38a94be731fa.jpg?aki_policy=profile_small;https://a0.muscache.com/im/pictures/user/15541e38-3ae9-4d3f-9fff-38a94be731fa.jpg?aki_policy=profile_x_medium;Botafogo;1.0;1.0;['email', 'phone', 'facebook', 'google', 'reviews', 'jumio'];t;t;Rio de Janeiro, Rio de Janeiro, Brazil;Botafogo;Botafogo;;Rio de Janeiro;Rio de Janeiro;22250-040;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.952.372.634.224.200;-4.317.937.221.751.460;t;Apartment;Private room;2;3.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Breakfast,""Pets live on this property"",Cat(s),Elevator,""Buzzer/wireless intercom"",Washer,""Smoke detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Room-darkening shades"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Beach essentials"",""Wide hallway clearance"",""Wide doorway"",""Well-lit path to entrance"",""Step-free access"",""Wide doorway"",""Step-free access"",""Accessible-height toilet"",""Step-free access"",""Wide entryway"",""Handheld shower head""}";;$150.00;$1,000.00;;;$80.00;2;$0.00;2;10;today;t;30;60;90;365;15/04/2018;34;03/01/2013;14/02/2018;99.0;10.0;9.0;10.0;10.0;9.0;10.0;f;;;f;f;moderate;f;f;1;0.53;2018;4;;;;;;;;;;
within a day;100%;;f;https://a0.muscache.com/im/users/4406879/profile_pic/1418930605/original.jpg?aki_policy=profile_small;https://a0.muscache.com/im/users/4406879/profile_pic/1418930605/original.jpg?aki_policy=profile_x_medium;;1.0;1.0;['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id', 'work_email'];t;t;Rio de Janeiro, Rio de Janeiro, Brazil;Botafogo;Botafogo;;Rio de Janeiro;Rio de Janeiro;22251-090;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.947.103.929.128.000;-4.318.387.848.767.050;t;Apartment;Entire home/apt;6;1.0;1.0;4.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,""Fire extinguisher"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Cooking basics"",Oven,Stove,""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed""}";;$99.00;;;$0.00;$100.00;1;$25.00;2;365;5 weeks ago;t;0;2;32;154;14/04/2018;5;16/07/2014;16/09/2017;92.0;10.0;10.0;10.0;10.0;9.0;10.0;f;;;f;f;strict;f;f;1;0.11;2018;4;;;;;;;;;;
within an hour;99%;;f;https://a0.muscache.com/im/users/4420701/profile_pic/1355698050/original.jpg?aki_policy=profile_small;https://a0.muscache.com/im/users/4420701/profile_pic/1355698050/original.jpg?aki_policy=profile_x_medium;Del Castilho;21.0;21.0;['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id'];t;t;Rio de Janeiro, Rio de Janeiro, Brazil;Recreio dos Bandeirantes;Recreio dos Bandeirantes;;Rio de Janeiro;Rio de Janeiro;22790-022;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.301.669.985.134.680;-4.345.291.597.624.910;t;Apartment;Entire home/apt;10;2.5;3.0;6.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",Elevator,""Family/kid friendly"",Washer,Dryer,Essentials,Hangers,""Hair dryer"",Iron,""High chair"",""Stair gates"",""Window guards"",Crib,""Children’s dinnerware"",""Game console"",""Hot water"",""Bed linens"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Step-free access"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Step-free access"",""Accessible-height bed"",""Step-free access"",""Step-free access"",""Wide entryway"",""Host greets you""}";0.0;$250.00;;;$500.00;$195.00;6;$29.00;3;1125;today;t;30;54;84;353;15/04/2018;11;13/08/2013;14/02/2018;91.0;9.0;9.0;9.0;9.0;9.0;9.0;f;;;f;f;strict;f;f;12;0.19;2018;4;;;;;;;;;;
within an hour;100%;;t;https://a0.muscache.com/im/users/4421271/profile_pic/1355702477/original.jpg?aki_policy=profile_small;https://a0.muscache.com/im/users/4421271/profile_pic/1355702477/original.jpg?aki_policy=profile_x_medium;Copacabana;4.0;4.0;['email', 'phone', 'facebook', 'reviews', 'manual_offline', 'jumio', 'government_id'];t;t;Rio de Janeiro, Rio de Janeiro, Brazil;Copacabana;Copacabana;;Rio de Janeiro;Rio de Janeiro;22071-100;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.982.738.721.442.100;-4.319.556.815.835.060;t;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Long term stays allowed"",""Host greets you""}";0.0;$157.00;;;;$145.00;1;$0.00;3;365;5 weeks ago;t;15;31;61;61;14/04/2018;213;03/01/2013;29/03/2018;98.0;10.0;10.0;10.0;10.0;10.0;10.0;f;;;t;f;strict;f;f;1;3.31;2018;4;;;;;;;;;;
within an hour;100%;;t;https://a0.muscache.com/im/users/1610574/profile_pic/1328108345/original.jpg?aki_policy=profile_small;https://a0.muscache.com/im/users/1610574/profile_pic/1328108345/original.jpg?aki_policy=profile_x_medium;Copacabana;2.0;2.0;['email', 'phone', 'facebook', 'reviews', 'manual_offline', 'jumio', 'government_id'];t;f;Rio de Janeiro, Rio de Janeiro, Brazil;Copacabana;Copacabana;;Rio de Janeiro;Rio de Janeiro;22020-001;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.967.089.327.220.700;-43.180.197.322.533.200;f;Apartment;Entire home/apt;2;1.0;1.0;2.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Long term stays allowed"",""Host greets you""}";323.0;$219.00;;;$345.00;$156.00;2;$0.00;3;90;today;t;10;32;62;337;14/04/2018;140;10/01/2013;12/04/2018;94.0;10.0;9.0;10.0;10.0;10.0;9.0;f;;;t;f;strict;f;f;2;2.19;2018;4;;;;;;;;;;
;;;f;https://a0.muscache.com/im/pictures/438ee9cd-fee8-44b2-8751-05038c7c547c.jpg?aki_policy=profile_small;https://a0.muscache.com/im/pictures/438ee9cd-fee8-44b2-8751-05038c7c547c.jpg?aki_policy=profile_x_medium;Copacabana;1.0;1.0;['email', 'phone'];t;f;Rio de Janeiro, Rio de Janeiro, Brazil;Copacabana;Copacabana;;Rio de Janeiro;Rio de Janeiro;22031-012;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.296.693.503.834.000;-4.318.869.287.365.610;t;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",Elevator,""Family/kid friendly""}";377.0;$700.00;$5,300.00;;$3,800.00;;1;$150.00;10;20;48 months ago;t;0;0;0;0;14/04/2018;0;;;;;;;;;;f;;;f;f;strict;f;f;1;;2018;4;;;;;;;;;;
;;;f;https://a0.muscache.com/im/users/4408092/profile_pic/1355546588/original.jpg?aki_policy=profile_small;https://a0.muscache.com/im/users/4408092/profile_pic/1355546588/original.jpg?aki_policy=profile_x_medium;;1.0;1.0;['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email'];t;t;Rio de Janeiro, Rio de Janeiro, Brazil;Ipanema;Ipanema;;Rio de Janeiro;Rio de Janeiro;22411-030;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.298.127.817.905.590;-4.320.027.932.746.720;f;Apartment;Entire home/apt;3;1.5;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Essentials,Iron,""Laptop friendly workspace""}";753.0;$376.00;;;$3,007.00;$351.00;1;$0.00;5;89;5 months ago;t;13;43;73;348;14/04/2018;0;;;;;;;;;;f;;;f;f;strict;f;f;1;;2018;4;;;;;;;;;;
within an hour;100%;;t;https://a0.muscache.com/im/users/1809627/profile_pic/1358084580/original.jpg?aki_policy=profile_small;https://a0.muscache.com/im/users/1809627/profile_pic/1358084580/original.jpg?aki_policy=profile_x_medium;Copacabana;7.0;7.0;['email', 'phone', 'facebook', 'reviews', 'jumio'];t;t;Rio, Rio de Janeiro, Brazil;Ipanema;Ipanema;;Rio;Rio de Janeiro;22410-001;Rio De Janeiro;Rio, Brazil;BR;Brazil;-2.298.381.503.563.810;-43.197.168.548.661.000;t;Apartment;Entire home/apt;6;1.5;2.0;4.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Smoke detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials}";;$331.00;;;$1,000.00;$180.00;4;$25.00;4;40;yesterday;t;30;60;90;90;14/04/2018;33;28/01/2013;30/05/2016;93.0;9.0;9.0;10.0;10.0;10.0;9.0;f;;;f;f;strict;t;t;7;0.52;2018;4;;;;;;;;;;
a few days or more;0%;;f;https://a0.muscache.com/im/users/4438776/profile_pic/1423838531/original.jpg?aki_policy=profile_small;https://a0.muscache.com/im/users/4438776/profile_pic/1423838531/original.jpg?aki_policy=profile_x_medium;Copacabana;12.0;12.0;['email', 'phone', 'facebook', 'reviews', 'manual_offline', 'jumio'];t;t;Rio de Janeiro, Rio de Janeiro, Brazil;Copacabana;Copacabana;;Rio de Janeiro;Rio de Janeiro;22071-020;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.297.750.371.431.170;-4.319.235.271.994.430;t;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,Doorman,Elevator,""Buzzer/wireless intercom"",""Fire extinguisher"",Essentials}";;$99.00;;;$0.00;$60.00;1;$60.00;3;31;3 months ago;t;30;60;90;365;14/04/2018;1;08/09/2015;08/09/2015;100.0;8.0;10.0;10.0;10.0;10.0;10.0;f;;;f;f;strict;f;f;12;0.03;2018;4;;;;;;;;;;
;;;f;https://a0.muscache.com/im/users/4438305/profile_pic/1366581602/original.jpg?aki_policy=profile_small;https://a0.muscache.com/im/users/4438305/profile_pic/1366581602/original.jpg?aki_policy=profile_x_medium;Catete;1.0;1.0;['email', 'phone', 'reviews'];t;f;Rio de Janeiro, Rio de Janeiro, Brazil;Catete;Catete;;Rio de Janeiro;Rio de Janeiro;22220-070;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.293.032.486.218.680;-43.180.280.573.681.400;t;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",Shampoo,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";;$199.00;;$3,600.00;$800.00;$100.00;1;$0.00;3;90;4 months ago;t;30;60;90;365;15/04/2018;10;19/02/2013;30/08/2016;96.0;9.0;10.0;10.0;10.0;9.0;9.0;f;;;f;f;strict;t;t;1;0.16;2018;4;;;;;;;;;;
within an hour;90%;;f;https://a0.muscache.com/im/users/4307081/profile_pic/1354499677/original.jpg?aki_policy=profile_small;https://a0.muscache.com/im/users/4307081/profile_pic/1354499677/original.jpg?aki_policy=profile_x_medium;Ipanema;55.0;55.0;['phone', 'facebook', 'reviews', 'jumio'];t;f;Rio de Janeiro, Rio de Janeiro, Brazil;Ipanema;Ipanema;;Rio de Janeiro;Rio de Janeiro;22411-010;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.298.392.703.149.260;-4.320.171.486.947.350;f;Apartment;Entire home/apt;2;;1.0;;Real Bed;"{""Cable TV"",Wifi,""Air conditioning"",Kitchen}";;$205.00;;;;;1;$0.00;1;1125;5 months ago;t;30;60;90;365;15/04/2018;8;17/04/2013;25/02/2017;75.0;8.0;8.0;8.0;9.0;10.0;8.0;f;;;f;f;strict;f;f;54;0.13;2018;4;;;;;;;;;;
a few days or more;0%;;f;https://a0.muscache.com/im/users/4438776/profile_pic/1423838531/original.jpg?aki_policy=profile_small;https://a0.muscache.com/im/users/4438776/profile_pic/1423838531/original.jpg?aki_policy=profile_x_medium;Copacabana;12.0;12.0;['email', 'phone', 'facebook', 'reviews', 'manual_offline', 'jumio'];t;t;Rio de Janeiro, Rio de Janeiro, Brazil;Copacabana;Copacabana;;Rio de Janeiro;Rio de Janeiro;22071-020;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.977.612.307.565.600;-4.319.116.420.287.860;t;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,Doorman,Elevator,""Buzzer/wireless intercom"",""Fire extinguisher"",Essentials}";;$150.00;;;;;1;$60.00;3;31;3 months ago;t;30;60;90;365;14/04/2018;6;03/01/2013;26/09/2015;93.0;9.0;9.0;9.0;9.0;9.0;9.0;f;;;f;f;strict;f;f;12;0.09;2018;4;;;;;;;;;;
within an hour;100%;;t;https://a0.muscache.com/im/users/1648634/profile_pic/1327454133/original.jpg?aki_policy=profile_small;https://a0.muscache.com/im/users/1648634/profile_pic/1327454133/original.jpg?aki_policy=profile_x_medium;Ipanema;6.0;6.0;['email', 'phone', 'reviews', 'jumio', 'government_id'];t;t;Rio de Janeiro, Rio de Janeiro, Brazil;Ipanema;Ipanema;;Rio de Janeiro;Rio de Janeiro;22420-020;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.985.550.938.254.300;-4.319.968.799.677.780;t;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Washer,Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Host greets you""}";;$223.00;$2,055.00;$6,849.00;$0.00;$103.00;2;$34.00;4;90;today;t;6;30;56;281;15/04/2018;127;04/05/2013;27/03/2018;98.0;10.0;10.0;10.0;10.0;10.0;10.0;f;;;t;f;strict;f;f;6;2.11;2018;4;;;;;;;;;;
within an hour;100%;;t;https://a0.muscache.com/im/users/1648634/profile_pic/1327454133/original.jpg?aki_policy=profile_small;https://a0.muscache.com/im/users/1648634/profile_pic/1327454133/original.jpg?aki_policy=profile_x_medium;Ipanema;6.0;6.0;['email', 'phone', 'reviews', 'jumio', 'government_id'];t;t;Rio de Janeiro, Rio de Janeiro, Brazil;Ipanema;Ipanema;;Rio de Janeiro;Rio de Janeiro;22410-002;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-229.833.533.446.673;-4.320.961.153.580.210;t;Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Host greets you""}";0.0;$246.00;$2,220.00;$7,513.00;;$137.00;1;$0.00;4;90;today;t;10;29;45;283;15/04/2018;134;18/01/2013;01/04/2018;97.0;10.0;10.0;10.0;10.0;10.0;10.0;f;;;t;f;strict;f;f;6;2.1;2018;4;;;;;;;;;;
;;;f;https://a0.muscache.com/im/users/2049566/profile_pic/1333316429/original.jpg?aki_policy=profile_small;https://a0.muscache.com/im/users/2049566/profile_pic/1333316429/original.jpg?aki_policy=profile_x_medium;Gávea;1.0;1.0;['email', 'phone', 'reviews'];t;f;Rio de Janeiro, Rio de Janeiro, Brazil;Gávea;Gávea;;Rio de Janeiro;Rio de Janeiro;22451-050;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.973.656.153.156.400;-4.322.819.561.135.340;t;House;Entire home/apt;8;3.5;1.0;4.0;Real Bed;{};;$3,415.00;$20,490.00;$85,377.00;$6,830.00;;1;$0.00;3;30;48 months ago;t;30;60;90;365;14/04/2018;0;;;;;;;;;;f;;;f;f;moderate;f;f;1;;2018;4;;;;;;;;;;
within an hour;100%;;t;https://a0.muscache.com/im/users/1648634/profile_pic/1327454133/original.jpg?aki_policy=profile_small;https://a0.muscache.com/im/users/1648634/profile_pic/1327454133/original.jpg?aki_policy=profile_x_medium;Ipanema;6.0;6.0;['email', 'phone', 'reviews', 'jumio', 'government_id'];t;t;Rio de Janeiro, Rio de Janeiro, Brazil;Ipanema;Ipanema;;Rio de Janeiro;Rio de Janeiro;22411-030;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.298.028.611.377.970;-4.320.003.333.901.350;t;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,""Pets live on this property"",Dog(s),Cat(s),Elevator,""Buzzer/wireless intercom"",Washer,Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Host greets you""}";0.0;$188.00;$1,708.00;$6,147.00;;$102.00;1;$0.00;4;90;today;t;15;41;71;335;15/04/2018;119;26/04/2013;08/04/2018;97.0;10.0;10.0;10.0;10.0;10.0;10.0;f;;;t;f;strict;f;f;6;1.97;2018;4;;;;;;;;;;
within a few hours;100%;;t;https://a0.muscache.com/im/pictures/user/f929948d-fcfe-45e0-875c-6952a1e51150.jpg?aki_policy=profile_small;https://a0.muscache.com/im/pictures/user/f929948d-fcfe-45e0-875c-6952a1e51150.jpg?aki_policy=profile_x_medium;Ipanema;5.0;5.0;['email', 'phone', 'facebook', 'google', 'reviews', 'jumio'];t;t;Rio de Janeiro, Rio de Janeiro, Brazil;Ipanema;Ipanema;;Rio de Janeiro;Rio de Janeiro;22420-040;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.298.456.326.726.070;-43.204.973.393.184.500;t;House;Private room;1;1.5;1.0;1.0;Real Bed;"{""Cable TV"",Internet,Wifi,Kitchen,""Pets live on this property"",Dog(s),Cat(s),""Buzzer/wireless intercom"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,""Lock on bedroom door"",""24-hour check-in"",Hangers,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,""Garden or backyard"",""Host greets you"",""Paid parking on premises""}";;$99.00;$850.00;$3,000.00;;$80.00;1;$0.00;2;30;5 weeks ago;t;30;60;90;365;15/04/2018;18;18/01/2013;26/11/2017;97.0;10.0;10.0;10.0;10.0;10.0;9.0;f;;;f;f;strict;t;t;5;0.28;2018;4;;;;;;;;;;
;;;f;https://a0.muscache.com/im/pictures/35f105d4-2448-4a47-8422-d65a8fd486c3.jpg?aki_policy=profile_small;https://a0.muscache.com/im/pictures/35f105d4-2448-4a47-8422-d65a8fd486c3.jpg?aki_policy=profile_x_medium;Botafogo;2.0;2.0;['email', 'phone'];t;f;Rio, Rio de Janeiro, Brazil;Botafogo;Botafogo;;Rio;Rio de Janeiro;;Rio De Janeiro;Rio, Brazil;BR;Brazil;-22.956.388.855.049.800;-431.937.092.543.881;f;Apartment;Entire home/apt;6;1.0;1.0;1.0;Real Bed;"{TV,Internet,Wifi,Kitchen,""Smoking allowed"",""Pets allowed"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Iron}";;$400.00;$2,000.00;$7,000.00;;$120.00;1;$0.00;5;30;18 months ago;t;30;60;90;365;15/04/2018;0;;;;;;;;;;f;;;f;f;moderate;f;f;2;;2018;4;;;;;;;;;;
;;;f;https://a0.muscache.com/im/users/4450664/profile_pic/1356012017/original.jpg?aki_policy=profile_small;https://a0.muscache.com/im/users/4450664/profile_pic/1356012017/original.jpg?aki_policy=profile_x_medium;;1.0;1.0;['email', 'phone', 'facebook', 'reviews'];t;f;Rio de Janeiro, Rio de Janeiro, Brazil;Copacabana;Copacabana;;Rio de Janeiro;Rio de Janeiro;22081-025;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.298.542.031.174.340;-4.319.050.619.581.860;f;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;"{""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer}";;$301.00;;;$500.00;$80.00;4;$0.00;3;30;5 months ago;t;23;53;83;358;14/04/2018;8;16/02/2013;03/01/2018;93.0;10.0;9.0;10.0;10.0;10.0;9.0;f;;;f;f;strict;f;f;1;0.13;2018;4;;;;;;;;;;
;;;f;https://a0.muscache.com/im/users/3558797/profile_pic/1347552930/original.jpg?aki_policy=profile_small;https://a0.muscache.com/im/users/3558797/profile_pic/1347552930/original.jpg?aki_policy=profile_x_medium;Copacabana;2.0;2.0;['email', 'phone', 'facebook'];t;f;Rio de Janeiro, Rio de Janeiro, Brazil;Copacabana;Copacabana;;Rio de Janeiro;Rio de Janeiro;22061-020;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.297.694.628.864.110;-4.319.085.882.592.180;f;Apartment;Entire home/apt;4;2.5;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""translation missing: en.hosting_amenity_50""}";;$222.00;$18,783.00;$6,830.00;;$512.00;1;$171.00;5;60;14 months ago;t;28;58;88;363;14/04/2018;0;;;;;;;;;;f;;;f;f;flexible;f;f;2;;2018;4;;;;;;;;;;
within an hour;100%;;f;https://a0.muscache.com/im/users/2554836/profile_pic/1404860377/original.jpg?aki_policy=profile_small;https://a0.muscache.com/im/users/2554836/profile_pic/1404860377/original.jpg?aki_policy=profile_x_medium;Lapa;22.0;22.0;['email', 'phone', 'reviews', 'jumio', 'government_id'];t;t;Rio de Janeiro, Rio de Janeiro, Brazil;Lapa;Centro;;Rio de Janeiro;Rio de Janeiro;20231-015;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.913.088.714.667.200;-43.181.649.945.923.200;t;Apartment;Entire home/apt;3;1.0;0.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Iron,""Self check-in"",Lockbox}";;$92.00;;;$329.00;$80.00;2;$30.00;2;1125;today;t;21;51;81;170;15/04/2018;34;28/10/2013;28/03/2018;98.0;10.0;10.0;10.0;10.0;10.0;10.0;f;;;t;f;strict;f;f;22;0.63;2018;4;;;;;;;;;;
within an hour;100%;;f;https://a0.muscache.com/im/users/4455000/profile_pic/1356054537/original.jpg?aki_policy=profile_small;https://a0.muscache.com/im/users/4455000/profile_pic/1356054537/original.jpg?aki_policy=profile_x_medium;Centro;4.0;4.0;['email', 'phone', 'facebook', 'reviews'];t;f;Rio, Rio de Janeiro, Brazil;Centro;Centro;;Rio;Rio de Janeiro;20230-261;Rio De Janeiro;Rio, Brazil;BR;Brazil;-22.906.322.701.833.500;-4.319.309.688.584.910;t;Apartment;Shared room;2;0.5;1.0;1.0;Pull-out Sofa;"{Wifi,Kitchen,Doorman,Breakfast,Elevator,""Buzzer/wireless intercom"",Washer,""Fire extinguisher"",Essentials}";;$201.00;;;;;1;$80.00;2;200;6 weeks ago;t;30;60;90;180;14/04/2018;18;11/11/2013;10/02/2016;79.0;7.0;7.0;8.0;9.0;8.0;8.0;f;;;f;f;strict;t;t;4;0.33;2018;4;;;;;;;;;;
